lookback_period,buy_threshold_percentage,sell_threshold_percentage,cooldown_period,apy_percentage,max_drawdown_percentage,sharpe_ratio,trade_count,won_count,lost_count,won_rate,lost_rate,profit_factor
21,20,17,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,17,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
21,20,20,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,20,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,20,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,20,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
21,20,20,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,20,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
23,10,5,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,5,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,5,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,5,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,5,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,5,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,10,8,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,8,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,8,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,8,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,8,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,8,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,10,11,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,11,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,11,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,11,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,11,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,11,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,10,14,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,14,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,14,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,14,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,14,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,14,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,10,17,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,17,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,17,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,17,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,17,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,17,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,10,20,1,-27.764378636597897,82.99152922220756,-0.8816070110098411,442,183,259,41.40271493212669,58.59728506787331,0.8344453194287343
23,10,20,4,-24.32337863808141,84.23576355858131,-0.2996436413306213,453,189,264,41.72185430463576,58.27814569536424,0.8756339136677103
23,10,20,7,-30.9016638241791,84.91326967362423,-1.0049077058825227,445,177,268,39.7752808988764,60.22471910112359,0.8117733821013451
23,10,20,10,-33.65436442930128,85.35072032646003,-1.6847869778504072,445,181,264,40.67415730337079,59.325842696629216,0.7874967573440428
23,10,20,13,-37.16025032730144,88.50439392633457,-1.4718230593860768,449,181,268,40.31180400890869,59.68819599109132,0.7772584217218933
23,10,20,16,-24.670302981056345,85.50653635173633,-0.3483830402717726,447,194,253,43.40044742729307,56.59955257270693,0.8862390174932321
23,12,5,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,5,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,5,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,5,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,5,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,5,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,12,8,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,8,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,8,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,8,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,8,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,8,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,12,11,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,11,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,11,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,11,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,11,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,11,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,12,14,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,14,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,14,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,14,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,14,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,14,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,12,17,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,17,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,17,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,17,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,17,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,17,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,12,20,1,-25.54269354254345,83.16643057022337,-0.6126366548302575,447,184,263,41.163310961968676,58.836689038031324,0.8538996636691858
23,12,20,4,-23.971611826808054,83.7963649256775,-0.2949103054251591,454,187,267,41.18942731277533,58.81057268722467,0.8772680409039374
23,12,20,7,-27.56726955643918,83.79267843578192,-0.7771228708128205,450,181,269,40.22222222222222,59.77777777777777,0.8407136006667064
23,12,20,10,-31.037592759332576,83.88430966917198,-1.4893349146052162,447,183,264,40.939597315436245,59.06040268456376,0.8071190286710701
23,12,20,13,-33.36084937011684,87.2736809422442,-1.1318421729321853,452,186,266,41.150442477876105,58.849557522123895,0.8104087497496927
23,12,20,16,-28.108028532929495,87.02532518022326,-0.4637061799020009,448,194,254,43.30357142857143,56.69642857142857,0.8655636756018187
23,14,5,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,5,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,5,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,5,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,5,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,5,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,14,8,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,8,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,8,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,8,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,8,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,8,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,14,11,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,11,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,11,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,11,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,11,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,11,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,14,14,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,14,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,14,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,14,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,14,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,14,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,14,17,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,17,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,17,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,17,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,17,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,17,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,14,20,1,-26.301699137908884,83.72021736395928,-0.6336055651256839,447,182,265,40.7158836689038,59.28411633109619,0.8502132708938209
23,14,20,4,-24.559808366405314,84.0858800231105,-0.31770993914375945,455,186,269,40.879120879120876,59.120879120879124,0.8746215334036143
23,14,20,7,-27.324577641094933,83.26390650340524,-0.7960480329741054,449,181,268,40.31180400890869,59.68819599109132,0.8391124245300158
23,14,20,10,-27.39983219641814,83.67087722488178,-1.1012132379133224,446,185,261,41.47982062780269,58.52017937219731,0.8343191889544764
23,14,20,13,-30.40528923058861,87.72781440981092,-0.8043760621084307,450,187,263,41.55555555555556,58.44444444444444,0.8336934516360982
23,14,20,16,-28.764066815225497,87.18289707516169,-0.6085216929723101,448,196,252,43.75,56.25,0.8518782939492463
23,16,5,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,5,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,5,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,5,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,5,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,5,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,16,8,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,8,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,8,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,8,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,8,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,8,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,16,11,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,11,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,11,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,11,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,11,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,11,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,16,14,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,14,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,14,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,14,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,14,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,14,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,16,17,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,17,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,17,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,17,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,17,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,17,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,16,20,1,-25.63303907668925,83.80703224443016,-0.6011796220426885,444,180,264,40.54054054054054,59.45945945945946,0.8581600800015351
23,16,20,4,-25.154249544497738,84.83925583018343,-0.30523379411280416,451,184,267,40.79822616407982,59.20177383592018,0.8729627399803409
23,16,20,7,-27.57334448535525,83.5607980646717,-0.7752708045084356,448,183,265,40.848214285714285,59.15178571428571,0.8390523446729258
23,16,20,10,-27.230648728685946,83.62973187482906,-1.083153923848772,446,186,260,41.70403587443946,58.29596412556054,0.8359569970918569
23,16,20,13,-30.240112399411373,87.70134576370478,-0.7899173192316864,450,188,262,41.77777777777778,58.22222222222222,0.8352866831949354
23,16,20,16,-22.951218197004007,84.43797587425875,-0.37953954005817925,450,200,250,44.44444444444444,55.55555555555556,0.8872755393776134
23,18,5,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,5,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,5,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,5,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,5,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,5,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,18,8,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,8,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,8,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,8,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,8,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,8,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,18,11,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,11,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,11,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,11,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,11,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,11,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,18,14,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,14,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,14,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,14,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,14,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,14,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,18,17,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,17,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,17,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,17,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,17,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,17,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,18,20,1,-29.700418779080685,86.32463573706177,-0.7645243437014942,446,179,267,40.134529147982065,59.865470852017935,0.8363004712448164
23,18,20,4,-22.554632448144773,84.10778310796017,-0.14189878098244657,449,184,265,40.97995545657015,59.02004454342984,0.8929073770805913
23,18,20,7,-29.715303997354397,85.62849347772405,-0.7645403144082565,447,180,267,40.26845637583892,59.73154362416108,0.8267702046637626
23,18,20,10,-32.42474998846128,88.89293840526135,-1.027878786047188,445,182,263,40.89887640449438,59.10112359550562,0.8187093778207375
23,18,20,13,-29.90574579070199,87.94417752423846,-0.7608709508089009,451,189,262,41.90687361419069,58.09312638580931,0.8397820807544246
23,18,20,16,-21.288993491187775,83.88842034558273,-0.22571237577581452,450,199,251,44.22222222222222,55.77777777777778,0.8979654746327944
23,20,5,1,-32.19423243006383,87.0862245136445,-0.9618788043283504,445,176,269,39.550561797752806,60.449438202247194,0.8135453250022692
23,20,5,4,-24.762722856632564,84.95461498493734,-0.25483094493954644,447,181,266,40.49217002237137,59.50782997762863,0.8798262010946195
23,20,5,7,-31.201574979082864,87.49092855851109,-1.046567598200682,445,178,267,40.0,60.0,0.8187970451082627
23,20,5,10,-33.01925354529472,89.85345968907744,-1.21912784362974,445,182,263,40.89887640449438,59.10112359550562,0.8189394110688617
23,20,5,13,-26.277972882493867,85.56713400674538,-0.4694522032071613,450,193,257,42.888888888888886,57.111111111111114,0.8684197146388538
23,20,5,16,-18.862463794523226,82.60668122138594,-0.08690195539646876,451,201,250,44.567627494456765,55.432372505543235,0.9144943785034391
23,20,8,1,-32.19423243006383,87.0862245136445,-0.9618788043283504,445,176,269,39.550561797752806,60.449438202247194,0.8135453250022692
23,20,8,4,-24.762722856632564,84.95461498493734,-0.25483094493954644,447,181,266,40.49217002237137,59.50782997762863,0.8798262010946195
23,20,8,7,-31.201574979082864,87.49092855851109,-1.046567598200682,445,178,267,40.0,60.0,0.8187970451082627
23,20,8,10,-33.01925354529472,89.85345968907744,-1.21912784362974,445,182,263,40.89887640449438,59.10112359550562,0.8189394110688617
23,20,8,13,-26.277972882493867,85.56713400674538,-0.4694522032071613,450,193,257,42.888888888888886,57.111111111111114,0.8684197146388538
23,20,8,16,-18.862463794523226,82.60668122138594,-0.08690195539646876,451,201,250,44.567627494456765,55.432372505543235,0.9144943785034391
23,20,11,1,-32.19423243006383,87.0862245136445,-0.9618788043283504,445,176,269,39.550561797752806,60.449438202247194,0.8135453250022692
23,20,11,4,-24.762722856632564,84.95461498493734,-0.25483094493954644,447,181,266,40.49217002237137,59.50782997762863,0.8798262010946195
23,20,11,7,-31.201574979082864,87.49092855851109,-1.046567598200682,445,178,267,40.0,60.0,0.8187970451082627
23,20,11,10,-33.01925354529472,89.85345968907744,-1.21912784362974,445,182,263,40.89887640449438,59.10112359550562,0.8189394110688617
23,20,11,13,-26.277972882493867,85.56713400674538,-0.4694522032071613,450,193,257,42.888888888888886,57.111111111111114,0.8684197146388538
23,20,11,16,-18.862463794523226,82.60668122138594,-0.08690195539646876,451,201,250,44.567627494456765,55.432372505543235,0.9144943785034391
23,20,14,1,-32.19423243006383,87.0862245136445,-0.9618788043283504,445,176,269,39.550561797752806,60.449438202247194,0.8135453250022692
23,20,14,4,-24.762722856632564,84.95461498493734,-0.25483094493954644,447,181,266,40.49217002237137,59.50782997762863,0.8798262010946195
23,20,14,7,-31.201574979082864,87.49092855851109,-1.046567598200682,445,178,267,40.0,60.0,0.8187970451082627
23,20,14,10,-33.01925354529472,89.85345968907744,-1.21912784362974,445,182,263,40.89887640449438,59.10112359550562,0.8189394110688617
23,20,14,13,-26.277972882493867,85.56713400674538,-0.4694522032071613,450,193,257,42.888888888888886,57.111111111111114,0.8684197146388538
23,20,14,16,-18.862463794523226,82.60668122138594,-0.08690195539646876,451,201,250,44.567627494456765,55.432372505543235,0.9144943785034391
