lookback_period,buy_threshold_percentage,sell_threshold_percentage,cooldown_period,apy_percentage,max_drawdown_percentage,sharpe_ratio,trade_count,won_count,lost_count,won_rate,lost_rate,profit_factor
21,14,17,7,-26.44335235944459,85.41689447320307,-0.6057067191210421,450,186,264,41.333333333333336,58.666666666666664,0.8545982729291435
21,14,17,10,-34.39971535986876,91.13600185474567,-1.618025139430866,450,186,264,41.333333333333336,58.666666666666664,0.8054941651111132
21,14,17,13,-37.4211583590518,93.17412121617582,-1.6141723921050792,453,188,265,41.501103752759384,58.498896247240616,0.8027720963893111
21,14,17,16,-32.60716554390907,92.9534096269589,-0.770432256003538,453,196,257,43.26710816777042,56.73289183222958,0.8564669682812415
21,14,20,1,-32.87272530142919,91.22275054067606,-1.0429976939985979,443,183,260,41.309255079006775,58.69074492099323,0.8188334878812525
21,14,20,4,-20.065205775375,85.56054005875824,-0.05401206581452344,454,190,264,41.85022026431718,58.14977973568281,0.9154734766988929
21,14,20,7,-26.44335235944459,85.41689447320307,-0.6057067191210421,450,186,264,41.333333333333336,58.666666666666664,0.8545982729291435
21,14,20,10,-34.39971535986876,91.13600185474567,-1.618025139430866,450,186,264,41.333333333333336,58.666666666666664,0.8054941651111132
21,14,20,13,-37.4211583590518,93.17412121617582,-1.6141723921050792,453,188,265,41.501103752759384,58.498896247240616,0.8027720963893111
21,14,20,16,-32.60716554390907,92.9534096269589,-0.770432256003538,453,196,257,43.26710816777042,56.73289183222958,0.8564669682812415
21,16,5,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,5,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,5,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,5,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,5,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,5,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,16,8,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,8,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,8,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,8,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,8,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,8,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,16,11,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,11,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,11,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,11,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,11,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,11,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,16,14,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,14,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,14,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,14,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,14,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,14,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,16,17,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,17,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,17,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,17,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,17,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,17,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,16,20,1,-33.70456058686347,88.05310183656348,-1.199151594328196,443,182,261,41.08352144469526,58.91647855530474,0.8065796888230409
21,16,20,4,-21.944662717443205,84.20395402808525,-0.18977152322810412,452,192,260,42.47787610619469,57.52212389380531,0.8969630570924242
21,16,20,7,-28.436052859503885,84.244598439108,-0.8945812371247616,451,187,264,41.46341463414634,58.536585365853654,0.8338663703333754
21,16,20,10,-28.770426500208412,86.00786668791159,-1.144423156042213,446,190,256,42.600896860986545,57.399103139013455,0.8384092638378071
21,16,20,13,-32.6796727977544,87.93423357832862,-1.0756252580409802,451,194,257,43.01552106430155,56.98447893569845,0.8077429819407123
21,16,20,16,-19.96139079995845,85.34701922083926,-0.1425429986900249,453,203,250,44.81236203090508,55.18763796909493,0.9109458405657759
21,18,5,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,5,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,5,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,5,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,5,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,5,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,18,8,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,8,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,8,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,8,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,8,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,8,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,18,11,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,11,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,11,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,11,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,11,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,11,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,18,14,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,14,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,14,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,14,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,14,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,14,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,18,17,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,17,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,17,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,17,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,17,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,17,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,18,20,1,-33.17522191715927,86.96470442038476,-1.2972187217599616,444,179,265,40.31531531531532,59.68468468468468,0.8005134423759814
21,18,20,4,-21.36945503583744,83.33849207544931,-0.21696510076315564,451,188,263,41.68514412416852,58.31485587583148,0.899037529621374
21,18,20,7,-29.11764054668733,85.80176783124253,-1.067482423949704,450,183,267,40.666666666666664,59.333333333333336,0.8303934880479037
21,18,20,10,-29.27922988478145,86.20669736184936,-1.1563812768797548,447,188,259,42.05816554809844,57.94183445190156,0.8329913743497385
21,18,20,13,-31.413621584719582,88.27506484905817,-0.9078379927696327,451,193,258,42.793791574279375,57.20620842572062,0.8242605492655507
21,18,20,16,-20.870457404641225,85.95112173847616,-0.1824777525907075,455,203,252,44.61538461538462,55.38461538461539,0.9069212556602138
21,20,5,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,5,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,5,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,5,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
21,20,5,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,5,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
21,20,8,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,8,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,8,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,8,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
21,20,8,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,8,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
21,20,11,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,11,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,11,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,11,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
21,20,11,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,11,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
21,20,14,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,14,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,14,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,14,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
21,20,14,13,-34.809258430368516,90.67247147498271,-1.1833730896025114,446,191,255,42.82511210762332,57.17488789237668,0.8092610538006692
21,20,14,16,-20.95974881808384,86.02631662527916,-0.19936657012819314,454,202,252,44.49339207048458,55.50660792951542,0.9096409637340696
21,20,17,1,-29.121819919781046,86.15692037707126,-0.8545493797611521,442,177,265,40.04524886877828,59.95475113122172,0.8381936186754004
21,20,17,4,-22.341082082860854,83.78768942861143,-0.29117884737298505,448,185,263,41.294642857142854,58.70535714285714,0.8921361104429577
21,20,17,7,-29.107760180188773,85.47800841490978,-1.2477810403982685,448,182,266,40.625,59.375,0.8248650713064852
21,20,17,10,-31.316535594028377,87.91552618016865,-1.52014098591796,445,186,259,41.79775280898876,58.20224719101124,0.8206375689869104
